gene_symbol	log2fc	padj	pvalue	ensembl_id
TSPAN6	-0.11404530232604744	0.999945780779425	0.6647405016559427	ENSG00000000003
DPM1	-0.14228963983172416	0.999945780779425	0.567887018448506	ENSG00000000419
SCYL3	-0.02761435897637511	0.999945780779425	0.84984179650675	ENSG00000000457
C1ORF112	-0.00943599084636458	0.999945780779425	0.9575331262072155	ENSG00000000460
FGR	-0.0865537114897673	0.999945780779425	0.8436741536898018	ENSG00000000938
CFH	-0.08846097356511796	0.999945780779425	0.7498658108878435	ENSG00000000971
FUCA2	0.03440055977927812	0.999945780779425	0.838509202494961	ENSG00000001036
GCLC	-0.08446043195950467	0.999945780779425	0.6168948519565745	ENSG00000001084
NFYA	0.17999781549954777	0.999945780779425	0.3321408400709116	ENSG00000001167
STPG1	-0.3896452576625251	0.999945780779425	0.18941336722340862	ENSG00000001460
NIPAL3	-0.14729797795205862	0.999945780779425	0.577867189682634	ENSG00000001461
LAS1L	0.18334290094714678	0.999945780779425	0.2808414815247463	ENSG00000001497
ENPP4	-0.40721036783890285	0.999945780779425	0.11239568777845887	ENSG00000001561
CFTR	-0.2523249725200797	0.999945780779425	0.7154943426700022	ENSG00000001626
ANKIB1	-0.013986362411363635	0.999945780779425	0.9540068741986583	ENSG00000001629
CYP51A1	-0.10802177458800433	0.999945780779425	0.5887023044817661	ENSG00000001630
KRIT1	0.016483165399764018	0.999945780779425	0.9543705618006288	ENSG00000001631
RAD52	0.3424965509517752	0.999945780779425	0.09080236023616903	ENSG00000002016
MYH16	-0.7227898822308916	0.999945780779425	0.2729493226319438	ENSG00000002079
LAP3	-0.024652753651468948	0.999945780779425	0.898644928031932	ENSG00000002549
CD99	0.26398745096724907	0.999945780779425	0.4085944107179098	ENSG00000002586
HS3ST1	-0.5350264141867561	0.999945780779425	0.26771918496962377	ENSG00000002587
HECW1	-0.13530212962021573	0.999945780779425	0.7989583481385267	ENSG00000002746
MAD1L1	-0.45570858078701054	0.999945780779425	0.3276228064222959	ENSG00000002822
LASP1	0.29082809125055137	0.999945780779425	0.14286577202090187	ENSG00000002834
SNX11	0.002994347409746168	0.999945780779425	0.9920521223993654	ENSG00000002919
TMEM176A	-0.44096638899613555	0.999945780779425	0.4508055612661923	ENSG00000002933
M6PR	0.002797477640682756	0.999945780779425	0.9866840983371586	ENSG00000003056
KLHL13	0.03203001989581157	0.999945780779425	0.900162502822429	ENSG00000003096
CYP26B1	-0.08982035277813834	0.999945780779425	0.8456867430842302	ENSG00000003137
ICA1	-0.3171746613379785	0.999945780779425	0.16946772618675243	ENSG00000003147
DBNDD1	0.3094461170817125	0.999945780779425	0.5485561615929857	ENSG00000003249
ALS2	0.051594114870905386	0.999945780779425	0.7876789045149796	ENSG00000003393
CASP10	-0.10125666553594345	0.999945780779425	0.5394441889439929	ENSG00000003400
CFLAR	0.3445508455139241	0.999945780779425	0.290582240103724	ENSG00000003402
TFPI	0.18868494433591892	0.999945780779425	0.4948266233916925	ENSG00000003436
NDUFAF7	-0.1950971465307008	0.999945780779425	0.37364948594188807	ENSG00000003509
RBM5	0.12214013003440287	0.999945780779425	0.594480170310816	ENSG00000003756
MTMR7	0.062327427459098264	0.999945780779425	0.7806247885002293	ENSG00000003987
SLC7A2	0.1566639716151435	0.999945780779425	0.6096639256811447	ENSG00000003989
ARF5	0.1546790035360612	0.999945780779425	0.7248960675682938	ENSG00000004059
SARM1	-0.13427686284536522	0.999945780779425	0.7056034546243	ENSG00000004139
POLDIP2	-0.012962749358185912	0.999945780779425	0.9618373289478718	ENSG00000004142
PLXND1	0.14079758632360717	0.999945780779425	0.5792909201227019	ENSG00000004399
AK2	-0.09234350093666592	0.999945780779425	0.5960747087552009	ENSG00000004455
CD38	-0.1409610304935238	0.999945780779425	0.5755726102890067	ENSG00000004468
FKBP4	0.0027844070610539844	0.999945780779425	0.9915919010755586	ENSG00000004478
KDM1A	-0.07942344585739329	0.999945780779425	0.7010924623936032	ENSG00000004487
RBM6	-0.023917446218497503	0.999945780779425	0.9195980964798011	ENSG00000004534
CAMKK1	-0.9200383002587021	0.999945780779425	0.1408645465324406	ENSG00000004660
RECQL	0.021082665316488575	0.999945780779425	0.9403630132397676	ENSG00000004700
CCDC132	0.03250616619251253	0.999945780779425	0.8873635326542347	ENSG00000004766
HSPB6	0.9920322673760301	0.999945780779425	0.08272694563441974	ENSG00000004776
NDUFAB1	-0.2864065308058269	0.999945780779425	0.31217912646981916	ENSG00000004779
PDK4	-0.7679532097426345	0.999945780779425	0.09851810379285418	ENSG00000004799
ABCB5	-0.10983052688266924	0.999945780779425	0.8910638301984153	ENSG00000004846
ARX	0.2612183550619586	0.999945780779425	0.4883800129270791	ENSG00000004848
SLC25A13	0.03626340793340931	0.999945780779425	0.8585488458724283	ENSG00000004864
ST7	0.4127576685707733	0.7070496104307938	0.002637422415780438	ENSG00000004866
CDC27	-0.06913908652220319	0.999945780779425	0.6922385379230147	ENSG00000004897
SLC4A1	-0.4743855397945608	0.999945780779425	0.5010215876845475	ENSG00000004939
CALCR	0.0855680601485644	0.999945780779425	0.830993695436333	ENSG00000004948
HCCS	-0.31605261605167995	0.999945780779425	0.28233774255054356	ENSG00000004961
DVL2	-0.14369298302704567	0.999945780779425	0.7146224335265163	ENSG00000004975
UPF1	0.38523763406122213	0.999945780779425	0.2724911333862503	ENSG00000005007
SKAP2	0.6199793673930601	0.999945780779425	0.011535415128320903	ENSG00000005020
SLC25A5	-0.015561971965746978	0.999945780779425	0.9543946864617548	ENSG00000005022
CCDC109B	0.5186713610978079	0.999945780779425	0.07774920002371573	ENSG00000005059
HOXA11	0.2036714902217139	0.999945780779425	0.5435588696170253	ENSG00000005073
POLR2J	0.09377474869648765	0.999945780779425	0.7312206573586574	ENSG00000005075
DHX33	-0.016294467216698864	0.999945780779425	0.9360571929262751	ENSG00000005100
MEOX1	0.21169457516846385	0.999945780779425	0.46308920110903795	ENSG00000005102
THSD7A	-0.17983618634429804	0.999945780779425	0.541768482271863	ENSG00000005108
